UniversityName;NumStudents;WikiPageID
Wartburg College;1563;757117
Warwick Business School;7539;1747773
Waseda University;47959;376791
Washburn University;5460;432487
Washburn University School of Law;297;7806035
Washington Adventist University;1493;264012
Washington County Community College;500;17722819
Washington State Community College;1652;4406026
Washington University School of Medicine;267;3016402
Washington University School of Medicine;1349;3016402
Washington University of Barbados;200;53738293
Washington and Lee University;2223;264142
Washington and Lee University School of Law;383;10374882
Washtenaw Community College;20000;3426545
Waterford Institute of Technology;8061;363537
Watkins College of Art at Belmont University;200;2672479
Watts College of Public Service & Community Solutions;5525;7113197
Waukesha County Technical College;17836;12001393
Wayamba University of Sri Lanka;5000;11518590
Wayanad Muslim Orphanage;6000;32079785
Wayland Baptist University;2586;3800627
Wayland Baptist University;9341;3800627
Wayne State University School of Medicine;1500;3106745
Weatherford College;6000;11816544
Webber International University;800;9184100
Weber State University;26681;637911
Webster University;6745;664812
Weifang Medical University;12789;21335660
Weifang University;20000;21487321
Weill Cornell Medical College in Qatar;318;2525484
Weill Cornell Medicine;414;5670836
Weizmann Institute of Science;1082;428545
Welbeck Defence Sixth Form College;309;2668301
Weldon School of Biomedical Engineering;450;7532964
Wellington Institute of Technology;3746;11782596
Wells College;450;523171
Wenatchee Valley College;3353;8094550
Wenzhou University;24960;21491236
Wesley College, Colombo;3000;2635632
Wesley College, Dublin;912;2603058
Wesley College, Perth;1300;3795042
Wesley Degree College, Secunderabad;1000;59052645
Wesley Girls' Senior High School;1700;3776844
Wesley Seminary;535;17044875
West Bengal National University of Juridical Sciences;762;1173648
West Bengal State University;1757;17715870
West Coast University of Applied Sciences;1980;43986131
West Jutland University College;3000;24070637
West Kent College (2014);2600;43681026
West Los Angeles College;9859;504973
West Shore Community College;1190;5270656
West Texas A&M University;10051;446253
West Ukrainian National University;24000;15039856
West Valley College;8056;1446188
West Virginia Northern Community College;1650;2620507
West Virginia School of Osteopathic Medicine;778;1256522
West Virginia State University;3879;1245250
West Virginia University;29933;185979
West Virginia University College of Law;410;14077058
West Virginia University School of Medicine;1700;31717138
West Virginia University at Parkersburg;4292;1240460
West Virginia Wesleyan College;1452;1281866
West Visayas State University;165;2970891
West Visayas State University;173;2970891
West Visayas State University;344;2970891
West Visayas State University;804;2970891
West Visayas State University;5146;2970891
West Visayas State University;7449;2970891
West Visayas State University, Janiuay;1575;28413934
West Zone State University;2;58327873
Western Carolina University;12243;200582
Western Connecticut State University;4441;84749
Western Illinois University;7643;637958
Western Institute of Technology at Taranaki;5000;32351903
Western Kentucky University;17518;591324
Western Michigan University;16643;161724
Western Michigan University Homer Stryker M.D. School of Medicine;337;40473374
Western Nebraska Community College;2400;4080346
Western New England University;3674;2579205
Western New England University School of Law;247;4738988
Western New Mexico University;3500;3202571
Western Oregon University;3746;987358
Western Reserve Academy;390;511390
Western Sydney University;48458;304175
Western University College of Podiatric Medicine;50;24883684
Western University College of Veterinary Medicine;400;37481625
Western University of Health Sciences;3814;4107816
Western Washington University;16142;177826
Western Wyoming Community College;2617;17045096
Westfield High School (Massachusetts);1257;27691206
Westfield State University;5396;3079847
Westland University, Iwo;5000;68745579
Westminster College (Missouri);609;2377058
Westminster School;747;171751
Westmoreland County Community College;4800;822197
Weston College;30000;7268002
Westsächsische Hochschule Zwickau;3;50062746
Westwood High School (Michigan);360;20320587
Wharton School of the University of Pennsylvania;5063;240044
Whatcom Community College;11457;18540909
Wheeling University;1289;431859
Whitacre College of Engineering;5088;10673182
White Earth Tribal and Community College;140;31795281
Whittier College;1987;407681
Whitworth University;2908;12008805
Wichita State University;16921;253978
Wilbur Wright College;9367;7745703
Wiley College;1100;254331
Wilkes Community College;3500;10823160
Willamette University;2104;436078
Willamette University College of Law;301;5932118
Willamette University MBA;312;6230136
William & Mary Law School;625;18203548
William E. Grady CTE High School;956;23642055
William E. Macaulay Honors College;2112;19455484
William H. Bowen School of Law;293;5086147
William James College;750;21404358
William Jewell College;739;426177
William Paterson University;8398;294328
William Penn University;1050;1791989
William S. Richardson School of Law;257;769774
William Woods University;1681;4080331
Williams College;2171;34105
Williamsburg High School for Architecture and Design;600;29872418
Williamson College;1000;49477421
Williston State College;1132;1272621
Willowridge High School (Pretoria);1000;2897709
Wilmington Friends School;694;2844220
Wilmington University;20522;9066775
Wilson College (Pennsylvania);1620;2705233
Wiltshire College;9000;16435183
Windesheim University of Applied Sciences;27000;1872453
Windham High School (Maine);937;43818260
Windsor University School of Medicine;1500;22882253
Windward Community College;2705;770169
Winebrenner Theological Seminary;48;14471238
Wingate University;3681;2165356
Winona State University;8856;624207
Winstanley College;1803;1148849
Winthrop University;6073;1623007
Wiregrass Georgia Technical College;6198;31588981
Wisconsin Conservatory of Music;1000;8908795
Wisconsin Lutheran College;1188;4243126
Wisconsin School of Professional Psychology;75;36029636
Divine Word University;3000;4097925
Dokkyo Medical University;631;18237825
Dr. Hari Singh Gour University;2804;5667923
Dresden University of Applied Sciences;4857;60188661
Dublin Institute of Design;300;42435565
Future University Hakodate;1243;12991324
G. Raymond Chang School of Continuing Education;12000;23679509
Gandhi Medical College, Bhopal;150;35248595
Ganja State University;5237;4775192
Glasgow Metropolitan College;20000;15979938
H.R. College of Commerce and Economics;6000;9965407
HAN University of Applied Sciences;35000;19864119
HAS University of Applied Sciences;3400;24375399
HKBP Nommensen University;8218;25198874
HZ University of Applied Sciences;4500;7162268
Haas School of Business;2500;367282
Habib Medical School;55;44828000
Hartpury College;4000;8135226
Hatay Mustafa Kemal University;24900;31301179
Haybusak University of Yerevan;7000;33597867
Heart of Worcestershire College;10000;9609210
Hebei University of Science and Technology;19440;919087
Heilongjiang International University;10000;29888096
Helena College University of Montana;1424;29678232
Iqra National University;5000;37886897
Ira A. Fulton Schools of Engineering;30296;7878135
Iranian Business School;1000;31819712
Iranshahr University of Medical Sciences;800;68520885
Irell & Manella Graduate School of Biological Sciences;80;8727435
Irish College of Ophthalmologists;195;33904937
Japan University of Economics;5359;16892173
Japan Women's University;6000;13438645
Jerusalem Academy of Music and Dance;600;4255813
Joan C. Edwards School of Medicine;299;31615355
John D. Odegard School of Aerospace Sciences;2000;6408751
Johns Hopkins Bloomberg School of Public Health;3639;1877646
Johns Hopkins School of Medicine;480;1991054
Johns Hopkins School of Medicine;1400;1991054
Johns Hopkins School of Nursing;1075;10919408
Jon M. Huntsman School of Business;3500;28400447
Jutland Art Academy;50;14404992
Jönköping School of Engineering;2600;7081744
Jönköping University;11937;3626555
Jāzeps Vītols Latvian Academy of Music;600;27869161
K. J. Somaiya Institute of Engineering and Information Technology;360;24029481
Karlstad University;16000;216964
Karnataka Institute of Medical Sciences;100;6810968
Karnataka Institute of Medical Sciences;103;6810968
Karnataka Institute of Medical Sciences;600;6810968
Lake Erie College of Osteopathic Medicine;4223;9796351
Laredo College;8307;11320159
Laredo College;8732;11320159
Laredo College;8749;11320159
Las Positas College;11293;2954491
Latvian Maritime Academy;916;57472812
Le Havre Normandy University;8200;13958688
Le Mans University;13000;13835503
Le Quy Don Technical University;20000;15187790
Lebanese International University;20000;5895387
London Academy of Excellence;483;37283224
London College of Creative Media;260;37817048
London Consortium;125;3395123
London Contemporary Dance School;180;1374411
London Studio Centre;100;62923667
Lone Star College–North Harris;18478;653378
Lone Star College–Tomball;8862;5027510
Gulshan Kumar Film and Television Institute of India;3800;72366010
National Experimental University of the Armed Forces;235000;26671903
Shandong University of Science and Technology;46000;21276009
Slovak University of Technology in Bratislava;18375;1973266
Turība University;3500;38271598
UC Berkeley Graduate School of Journalism;107;577309
University of Miskolc;15000;1706717
University of Turku;20768;715162
Minnesota Independence College and Community;45;3177522
Mircea cel Bătrân Naval Academy;1600;13056743
Northampton College;11000;9197752
Pakistan Institute of Public Finance Accountants;34000;18137917
Sint-Lucas School of Architecture;2000;33260211
UniverSud Paris;60000;33315017
University of Teramo;10000;4893590
TELECOM Lille 1;650;13762065
The Art Institute of York – Pennsylvania;293;14505212
Pennco Tech;700;26594026
Saniku Gakuin College;210;35287590
Ukrainian Humanities Lyceum;342;41957494
Universal College of Learning;5786;2424331
University of Cádiz;21;1002598
Njala University;25045;7522354
Saint Petersburg State University of Engineering and Economics;27200;10120807
Russian-Tajik Slavonic University;3105;21210147
Southwestern Law School;964;2151415
École nationale des travaux publics de l'État;604;31645083
University of Economics Varna;11000;10887873
Technological Educational Institute of Piraeus;20;31162139
Université Félix Houphouët-Boigny;50000;21826419
A.T. Still University;3717;13637390
A.T. Still University School of Osteopathic Medicine in Arizona;425;31519938
A. Crawford Mosley High School;2000;5467113
ACE College of Engineering, Trivandrum;750;46425103
ACLEDA Institute of Business;908;68811405
ADA University;2324;23517592
AES Algiers;5000;27949555
AGH University of Science and Technology;20562;1098154
AIMST University;3500;49740459
AIS Indonesia;400;2977018
ALFA International College;1400;40450404
AMU Malappuram Campus;400;41990290
ANU Medical School;400;12802797
APJ Abdul Kalam Technological University;160000;44240533
ASA University Bangladesh;4000;12438181
ATI Kegalle;1000;50904826
AWH Polytechnic College;960;64282101
Aalborg Business College;3300;15650396
Aalborg University;19410;382707
Aalborg University Copenhagen;3300;33785146
Aalim Muhammed Salegh College of Engineering;2250;32599623
Aalto University;17563;17670781
Aalto University School of Arts, Design and Architecture;2000;1309265
Aalto University School of Business;3789;486339
Aalto University School of Chemical Engineering;1080;30269813
Aalto University School of Electrical Engineering;2000;30269867
Aalto University School of Engineering;3444;30269774
Aarhus Art Academy;50;49292911
Aarhus Art Academy;1000;49292911
Aarhus School of Architecture;750;26104093
Aarhus Tech;3800;27321709
Aarhus University;38000;401280
Aarhus University, School of Business and Social Sciences;16000;38530302
Abacus Institute of Engineering and Management;1200;53920886
Abasaheb Garware College;5000;30504607
Abat Oliba CEU University;3;40465045
Abbottabad Public School;120;5609979
Abdul Wali Khan University Mardan;14345;36835457
Abdulrahman Al-Sumait University;1008;39953792
Abertay University;3824;912618
Abilene Christian University;5731;22693291
Abraham Baldwin Agricultural College;3815;677427
Academy of Art University;7805;2183989
Academy of Christian Humanism University;4;21618983
Academy of Fine Arts, Prague;292;12819873
Academy of Fine Arts, University of Zagreb;365;26203630
Academy of Fine Arts Sarajevo;2666;62561450
Academy of Fine Arts Vienna;1268;1282205
Academy of Fine Arts in Warsaw;1494;19280048
Academy of Maritime Education and Training;3000;30305046
Academy of Music, University of Zagreb;500;29795002
Academy of Performing Arts in Prague;1541;4468025
Academy of Public Administration (Belarus);500;24408615
Academy of Scientific and Innovative Research;3500;39352171
Academy of Technology;2750;25964872
Academy of Vocal Arts;28;13301477
Academy of the Ministry of Internal Affairs of Tajikistan;2200;58559091
Acadia Divinity College;200;137496
Accademia di Belle Arti di Bologna;1450;7332932
Accademia di Belle Arti di Napoli;3000;41767117
Accademia di Belle Arti di Roma;2000;39915340
Accra Institute of Technology;2450;40775142
Acharya Bangalore Business School;2200;56540060
Acharya Jagadish Chandra Bose College;3000;23081500
Acharya Jagadish Chandra Bose Polytechnic;630;54493420
Acharya Pathasala Public School;1400;29950729
Acropolis Institute of Pharmaceutical Education and Research;1500;43194341
Acropolis Institute of Technology and Research;5500;40020194
Acıbadem University School of Medicine;435;39235741
Adam Mickiewicz University in Poznań;38000;626585
Adamas University;3008;46196375
Adamjee Government Science College;1500;13615859
Adams State University;3467;60542
Adamson University;16247;2386044
Adarsh Polytechnic;729;32892947
Addis Ababa Science and Technology University;8000;54452515
Addis Ababa University;48673;434092
Adekunle Ajasin University;20000;1769053
Adelphi University;7859;675891
Adhi College of Engineering and Technology;1400;58757189
Adhiparasakthi Engineering College;3000;41255810
Admiral Makarov National University of Shipbuilding;12000;15050806
Adolfo Ibáñez University;11496;4845994
Adrian College;90;1008051
Adrian College;1865;1008051
Advanced Technology & Education Park;1250;11837697
AdventHealth University;1809;59197365
Adventist University of Haiti;617;16175662
Adventist University of Lukanga;700;48530788
Aeronautical Institute of Bangladesh;300;31842467
Afe Babalola University;8500;36038166
Afghanistan Technical Vocational Institute;6000;49657918
Africa Nazarene University;4000;5741441
Africa University;1300;5312529
African College of Commerce and Technology;8200;58116655
African Institute for Mathematical Sciences;75;1575286
African University of Science and Technology;500;8505814
Afrikaanse Hoër Meisieskool;1300;3272249
Aga Khan University;3196;2643686
Aga Khan University;15275;2643686
Agni College of Technology;1986;46626525
Agona Senior High School;4000;46803756
Agora University;812;9809699
Agricultural University of Tirana;14;25627898
Agriculture Training Institute;1500;41921229
Agriculture and Forestry University;1883;16795076
Ahl al-Bayt University;7320;17382826
Ahsanullah University of Science and Technology;6843;4968410
Aichi Gakuin University;0;14836674
Aichi Shukutoku University;8905;18071109
Aiken Technical College;2402;11118444
Aims Community College;7540;16830840
Air Link International Aviation College;2500;4034589
Air University Pakistan;6043;3554264
Airlangga University;35985;4091716
Aishwarya College of Education;3000;62935209
Aitchison College;750;3713330
Aitchison College;1000;3713330
Aitchison College;1100;3713330
Aix-Marseille University;80000;4876289
Ajou University;13986;874675
Akagera Aviation School;70;60755784
Akbarpur Degree College;1620;45593018
Akdeniz University;64;8771994
Akhtar Saeed Medical and Dental College;750;30056807
Akita University;5000;4294843
Al-Ahliyya Amman University;5865;34429271
Al-Balqaʼ Applied University;43000;25284263
Al-Beroni University;4682;23541777
Al-Ghad International Health Sciences Colleges;7000;42232892
Al-Jamiah Al-Islamiah Obaidia Nanupur;8000;31827724
Al-Jazeera University;2500;41702004
Al-Kauthar Islamic University;2000;38148731
Al-Markazul Islami As-Salafi;1000;39604091
Al-Qadeer Higher Secondary School, Sambhal;1500;44821038
Al-Qadir University;120;63773742
Al-Rashid Islamic Institute;200;35490189
Al-Watania Poultry Institute of Technology;800;42562774
Al-Zahra University;8861;1162910
Al-Zaytoonah University of Jordan;8000;16143005
Al Akhawayn University;2137;1768089
Al Jamia Al Islamia Patiya;5000;28380058
Al Kabir Polytechnic;2200;27266963
Al Maaref University;500;47684137
Alabama A&M University;6001;874222
Alabama College of Osteopathic Medicine;644;36283715
Alabama Community College System;168000;62027738
Alabama School of Fine Arts;326;2112166
Alagappa University;4831;2230504
Alamo Colleges District;59510;13436696
Alanus University of Arts and Social Sciences;1536;36501791
Alaska Bible College;51;1595706
Alaska Pacific University;509;1565561
Albany Law School;372;3090439
Albany Medical College;566;2490912
Albany State University;6228;4056864
Alberta University of the Arts;1323;965626
Albertian Institute of Management;880;31647484
Alberto Hurtado University;4300;2386962
Albion College;30;470827
Albion College;1500;470827
Albizu University;2801;1074568
Albright College;1758;1972146
Alcorn State University;3523;216342
Alderson Broaddus University;863;552310
Alex Ekwueme Federal University Ndufu Alike Ikwo;10000;52762602
Alexandria Park Community School;911;3188494
Alexandru Ioan Cuza University;24047;24472860
Alfaisal University;2500;15759888
Alfred High School (Rajkot);720;14891148
Algiers 1 University;100827;5183392
Algonquin College;19000;809161
Algonquin College;37000;809161
Aliah University;6366;2527990
Alice Lloyd College;558;447615
Aligarh Muslim University;18618;42348022
Aligarh Muslim University: Murshidabad Centre;400;68193001
Aljamea-tus-Saifiyah;2500;57105415
Alkesh Dinesh Mody Institute;221;33527640
All Hallows College;700;614514
All India Institute of Medical Sciences, Bhopal;687;37017919
All India Institute of Medical Sciences, Bhubaneswar;370;47187223
All India Institute of Medical Sciences, Deoghar;200;55628252
All India Institute of Medical Sciences, Gorakhpur;300;60163704
All India Institute of Medical Sciences, Guwahati;200;66389401
All India Institute of Medical Sciences, Jodhpur;1219;37021002
All India Institute of Medical Sciences, New Delhi;18933;2241426
All India Institute of Medical Sciences, Patna;671;36129384
All India Institute of Medical Sciences, Raebareli;100;59968867
All India Institute of Medical Sciences, Raipur;660;37021500
All India Institute of Medical Sciences, Vijaypur;174;66391416
All Saints' College, Bathurst;500;6852503
All Saints University;300;24753850
Allama Iqbal Medical College;2000;1695222
Allama Iqbal Open University;1326266;1215734
Allameh Mohaddes Nouri University;4000;25144612
Allan Hancock College;13741;2799117
Allegheny College;1442;473002
Allen University;630;3114831
Alliance Française de San Francisco;1500;34039359
Alliance University;6482;19489741
Alliance University (New York City);1981;1871718
Alma Mater Europaea;1300;34821617
Almaty International School;490;2825141
Almaty Management University;3500;33008342
Alpena Community College;2000;6058463
Alpert Medical School;466;747524
Alphacrucis;4500;2767845
Alpharetta High School;2268;17137703
Altai State Medical University;4000;13870699
Altai State Pedagogical University;6000;3449901
Altamaha Technical College;986;34310816
Altınbaş University;11;38155052
Alupe University College;800;65880999
Alvarez College of Business;5193;42574152
Alvernia University;2900;4224686
Alverno College;2815;1256892
Alvin Community College;5293;4299295
Ambis College;5500;24432086
Ambrose University;1100;11738587
American Baptist College;152;4015343
American College of Education;6057;17824612
American College of Healthcare Sciences;741;17645241
American Indian College;100;18434800
American International University-Bangladesh;9588;8302943
American Public University System;88557;3884115
American River College;42141;1187118
American Samoa Community College;1537;2058267
American University;14852;80734
American University School of International Service;800;1831800
American University School of International Service;1600;1831800
American University in Bulgaria;1000;432117
American University in Cairo;6857;349287
American University in Dubai;2624;704034
American University of Afghanistan;1700;5229461
American University of Antigua;1400;8647917
American University of Armenia;2231;3301328
American University of Beirut;9408;470969
American University of Integrative Sciences;300;15682430
American University of Iraq - Baghdad;260;68229922
American University of Malta;143;49059404
American University of Puerto Rico;2934;1074217
American University of Rome;500;4377174
American University of Science and Technology;5512;30861034
American University of the Caribbean;650;8221089
Amguri College;1500;42843579
Amity School of Business, Kolkata;400;50445724
Amity University, Noida;35968;23811298
Amman National School;800;5203927
Amna Inayat Medical College;500;42530383
Amoud University;5111;8655200
Amsterdam University College;900;19228342
Ana G. Méndez University;24700;1010443
Ananda College;7000;2623877
Ananda Mohan College;35000;11281380
Anant National University;495;55199909
Anatolia College;2500;19683310
Ancilla College;400;3621622
Andalas University;27000;9726166
Aix-Marseille University Faculty of Sciences;7935;23084087
Akademia Lospuma Training Institute;5000;44858267
Akershus University College;3900;1930072
Aksaray University;20400;30690826
Akumadan Senior High School;2000;46655874
Al-Azhar University Faculty of Medicine for Girls;1869;31782478
Al-Baath University;120000;7251705
Al-Jamiatul Islamiah Azizul Uloom Babunagar;3000;31827115
Al-Quds College;3000;41389214
Al Dhafra Private School;2770;25130787
Cuesta College;11019;1828963
Culver Academies;830;1145199
Culver–Stockton College;1003;7305580
Cumberland School of Law;434;638579
Cumilla Medical College;900;5579917
Curry College;4700;181275
Curtin University, Malaysia;4000;10571427
Curtis Institute of Music;153;500069
Cuyahoga Community College;26740;2448373
Cuyamaca College;9922;5317041
Cycle préparatoire de Bordeaux;90;41527606
Cypress College;16214;2214173
Cyprus West University;2000;63933708
Cyryx College;1500;41449397
Czech College;130;43673000
Czech Technical University in Prague;17229;25323835
Czech University of Life Sciences Prague;18000;3313106
Cégep André-Laurendeau;5300;1676728
Cégep Garneau;8000;23494876
Cégep Limoilou;3000;4452846
Cégep Limoilou;3500;4452846
Cégep de Chicoutimi;3000;34755597
Cégep de Granby;1800;14609221
Cégep de Jonquière;3200;34755658
Cégep de La Pocatière;2000;4486948
Cégep de Saint-Laurent;5000;1806069
Cégep de Shawinigan;1200;27706154
Cégep de l'Abitibi-Témiscamingue;225;5895781
Cégep de l'Abitibi-Témiscamingue;530;5895781
Cégep de l'Abitibi-Témiscamingue;2000;5895781
Cégep de l'Abitibi-Témiscamingue;2755;5895781
Cégep de l'Outaouais;5000;2524181
Cégep de la Gaspésie et des Îles;3000;4486835
Cégep du Vieux Montréal;6100;3522138
Cégep Édouard-Montpetit;16000;4487064
Cégep à distance;17000;47515599
César Vallejo University;105229;36019091
Côte d'Azur University;35000;47365029
D'Annunzio University of Chieti–Pescara;25268;4946471
D'Youville University;2785;505899
D.A.V. Public School, Velachery;2600;36281904
D.G Khan Medical College;100;42765224
D. Mendeleev University of Chemical Technology of Russia;9000;20001197
D. Serikbayev East Kazakhstan Technical University;146;62283920
DAV Public School, Hehal;8000;27563544
DAV School, Adambakkam;7000;28491655
DHA Suffa University;2098;35425686
DHBW Mosbach;3286;463515
Daemen University;2536;483675
Daffodil International University;21752;8919675
Daffodil Polytechnic Institute;2000;51689157
Dagestan State Pedagogical University;9646;70236833
Dagestan State University;17942;61827274
Dagon University;60000;10087395
Daido University;3440;18070623
Dakota County Technical College;3000;4846240
Dakota County Technical College;6000;4846240
Dakota State University;3307;1419269
Dakota Wesleyan University;733;1557584
Dalarna University College;16000;2275800
Dale Bumpers College of Agricultural, Food and Life Sciences;2052;16657985
Dalhousie University;20970;8642
Dalhousie University Faculty of Agriculture;961;1433081
Dalhousie University Faculty of Medicine;108;27134694
Dalian Medical University;13300;919220
Dalian Neusoft University of Information;16000;19270111
Dalian University of Foreign Languages;20000;14256159
Dalla Lana School of Public Health;1065;39983459
Dallas Christian College;336;3805607
Dallas College;74781;506973
Dallas College Brookhaven Campus;11000;506985
Dallas College North Lake Campus;10570;507033
Dallas College Richland Campus;20000;507053
Dallas Theological Seminary;2417;1019662
Dalton State College;5047;2813012
Damak Multiple Campus;7000;54276207
Damelin;0;2744880
Damelin Correspondence College;4402;40612828
Daniel Alcides Carrión National University;8000;23898454
Danubius University (Slovakia);452;71847386
Danylo Halytsky Lviv National Medical University;6000;12714026
Dar Al Uloom University;2500;28209736
Darbhanga College of Engineering;1100;34905447
Dartmouth College;6608;8418
Darton State College;5419;522304
Darul Uloom Haqqania;4000;26690560
Darul Uloom Hathazari;8000;28323715
Darul Uloom Karachi;10000;3445236
Darul Uloom Nadwatul Ulama;6500;4150289
DataLink University College;5000;41514496
Datta Meghe College of Engineering;822;19385956
Doña Ana Community College;3498;44621487
Doña Ana Community College;10644;44621487
Dr. Ambedkar Institute of Technology;3500;3195125
Dr. B. R. Ambedkar National Institute of Technology Jalandhar;4700;1240978
Dr. B. R. Ambedkar University Delhi;2979;30677686
Dr. Babasaheb Ambedkar Technological University;4000;20220563
Dr. Cecilio Putong National High School;4227;8027653
Dr. D.Y. Patil College of Engineering, Pune;3000;2593988
Dr. M A Wazed Miah Textile Engineering College;360;63637706
Dr. Navalar Nedunchezhiyan College of Engineering;100;37986187
Dr. Shankarrao Chavan Government Medical College;500;48585068
Dr. Zakir Hussain College, Sivagangai;2507;49024489
Dr NSAM Pre University College;530;70707819
Drake University;4774;632113
Drake University Law School;330;1644163
Drew University;2113;295135
Drexel University;24205;8256
Drohobych Mechanical Technological College;710;53422386
Drohobych Petroleum and Gas College;1600;53421127
Drohobych State Pedagogical University of Ivan Franko;5095;53404426
Dublin Business School;9000;9269896
Duke Kunshan University;1400;37133262
Duke University;16780;53273
Duke University School of Law;715;30864711
Duke University School of Medicine;450;4760134
Dumfries and Galloway College;4500;17198178
Dundalk Institute of Technology;6000;620217
Dundee and Angus College;25000;47582427
Dunwoody College of Technology;1548;543431
Duoc UC;100417;48568787
Duquesne University;9344;582163
Durban University of Technology;31991;1810742
Durbar High School;350;2813334
Durham Technical Community College;196979;2947657
Durham University Business School;2500;6990439
Duy Tan University;20000;9222400
Dún Laoghaire Institute of Art, Design and Technology;2500;620223
E-Max School of Engineering and Applied Research;2000;43196863
EAFIT University;11970;12776755
ECAM-EPMI;600;70487958
ECAM (film school);315;66156834
ECAM Rennes - Louis de Broglie;700;70398939
ECPI University;10000;14324680
EDC Paris Business School;1300;47112184
EDHEC Business School;8600;2677341
EETAA 722;400;58066586
ELISAVA;1868;37478061
ELTE School of English and American Studies;1500;71782826
EM Strasbourg Business School;3300;2225427
ENSAE Paris;581;550978
ENSEEIHT;1500;29573120
ENSTA Paris;897;579853
EPF School of Engineering;2200;70367571
ESADE;10600;401416
ESADE Business School;7674;12786032
ESAN University;5727;44130571
ESCE International Business School;2500;55596565
ESCOM;2000;14673551
ESCP Business School;5000;543777
ESCP Business School;8000;543777
ESC Bretagne Brest;806;19992014
ESC Clermont Business School;2043;53978633
ESC Rennes School of Business;5000;4290311
ESDi School of Design;550;31743294
ESIC Medical College, Alwar;100;58491804
ESIC Medical College, Kolkata;500;40247674
ESSEC Business School;5000;510007
ESSEC Global BBA;1600;24241544
ETH Zurich;24534;210910
EUCOR;117000;59139997
Ealing Independent College;150;24622761
Earlham College;730;643375
Earlham School of Religion;100;3064622
Earnshaw State College;700;9266675
East African Civil Aviation Academy;108;41513260
East Carolina University;29131;89488
East Carolina University School of Dental Medicine;208;9057775
East Central College;2629;6179341
East Central University;3577;2049563
East China Normal University;32000;233606
East China University of Political Science and Law;15420;919881
East Delta University;2500;16591960
East Hampton High School;920;24688883
East Los Angeles College;35403;489467
East Norfolk Sixth Form College;1600;14093133
East Tennessee State University;14334;648232
East West University;10400;3280590
East Yangon University;11000;17308678
Eastern Alamance High School;1192;20355527
Eastern Arizona College;6423;11925342
Eastern Florida State College;25000;39395449
Eastern Gateway Community College;41843;24844685
Eastern Illinois University;8857;639750
Eastern Institute of Technology;4597;18167767
Eastern Institute of Technology;10222;18167767
Eastern Kentucky University;14465;433274
Eastern Michigan University;15370;161726
Eastern Nazarene College;772;1723253
Eastern New Mexico University;7517;1954283
Eastern Oregon University;3741;2276304
Eastern University, Sri Lanka;1110;4075970
Eastern University (United States);5430;1075974
Eastern Virginia Medical School;1261;3973592
Eastern Visayas Regional Science High School;200;46546648
Eastern Washington University;10892;384432
Eastern Wyoming College;1505;32801426
Easton College;5000;16193233
Eastview High School;2224;8778689
Eberly College of Science;4200;21188109
Ecole Polytechnique de l'Université d'Orléans;1000;22886462
Ecole de Management Léonard De Vinci;3000;8313842
Ecumenical Theological Seminary;107;17362669
Eden Mohila College;35000;4362437
Eden Theological Seminary;148;1218246
Edgecombe Community College;2151;58389644
Edinburgh College;29427;36883277
Edinburgh College of Art;3365;1228887
Edinburgh Law School;1930;1524798
Edith Cowan University;31409;706857
Edmonds College;10320;6618861
Edna Adan University;1512;63156867
Eduardo Mondlane University;39078;1271312
Education University of Hong Kong;7965;897593
Altai State Technical University;20000;4623907
Amazonas State University;17533;16082284
Erasmus Brussels University of Applied Sciences and Arts;4500;61852520
Erasmus University College;650;44137951
Erinbank Secondary College;500;1422237
Erode Arts and Science College;4000;35492661
Erskine College;825;765942
Erskine Theological Seminary;128;3270605
Esa Unggul University;14275;52674162
Escola Brasileira de Administração Pública e de Empresas;800;20279574
Escola Superior Agrária de Coimbra;1047;20003002
Escuela Colombiana de Ingeniería;4600;6069891
Escuela Libre de Derecho;640;1976366
Escuela Normal Miguel F. Martínez;1200;26608938
Eskişehir Osmangazi University;29822;10491294
Eskişehir Technical University;12000;66404527
Esslingen University of Applied Sciences;6;7966350
Estonian Academy of Arts;1210;17475833
Estonian Entrepreneurship University of Applied Sciences;1600;59499972
Estonian University of Life Sciences;4704;3327562
Estrella Mountain Community College;15000;17310026
Eswatini College of Technology;800;50694697
Eta College;3500;40495187
Eternal University;2500;25321276
Ethel Walker School;250;3218472
Eton College;1311;53228
Eugene Lang College of Liberal Arts;1512;670372
Eunoia Junior College;1250;48940262
Eureka College;567;703016
Europa-Institut;75;27669096
European College of Parma;45;9450561
European Humanities University;680;11070293
European Inter-University Centre for Human Rights and Democratisation;100;26880731
European School, Karlsruhe;881;25996692
European School of Law and Administration;2300;18512173
European School of Management and Technology;658;9538414
European University Cyprus;7500;13262570
European University Skopje;504;18942260
European University of Bangladesh;8000;37603627
European University of Lefke;9;23196650
European University of Lisbon;2300;52233812
European University of Tirana;25000;26348164
European University of the Atlantic;1300;46942192
Evangel University;2112;1454288
Evangelical Theological Faculty;221;11083897
Evelyn Hone College;7000;62847755
Everett Community College;19673;2214459
Evergreen State College;2116;318864
Evergreen Valley College;8000;6740569
Ewha Womans University;20330;1895840
Excelia Group;5000;32547672
Excelsia College;1350;1384612
Excelsior University;25245;745187
F. G. Sir Syed College;1200;16761873
FH Münster;15050;61244034
FIU Chaplin School of Hospitality & Tourism Management;1898;16472851
FIU College of Engineering and Computing;5592;9976459
FIU College of Nursing and Health Sciences;5450;11439093
FIU Herbert Wertheim College of Medicine;440;9976621
